"Prov","Comu","Dist","Scuola","CodScuola","CodSezAss1","Indirizzo","SezioneAssociata","CodSezAss2","Con"
"FROSINONE","FONTANA LIRI","056","FRAA82905T  FONTANA LIRI CAPOLUOGO INF. (ASSOC. I. C. FRIC82900R)","FRAA82905T","FRIC82900R","VIA XXIV MAGGIO FONTANA LIRI","","",""
"FROSINONE","FONTECHIARI","056","FRAA819024  INFANZIA FONTECHIARI CAPOLUOGO (ASSOC. I. C. FRIC819006)","FRAA819024","FRIC819006","VIA SANTA MARIA 6 FONTECHIARI","","",""
"FROSINONE","ISOLA DEL LIRI","056","FRAA83206P  BORGONUOVO (ASSOC. I. C. FRIC83200L)","FRAA83206P","FRIC83200L","ZONA S. CARLO ISOLA DEL LIRI","","",""
"FROSINONE","ISOLA DEL LIRI","056","FRAA83207Q  CAPITINO (ASSOC. I. C. FRIC83200L)","FRAA83207Q","FRIC83200L","VIA CAPITINO ISOLA DEL LIRI","","",""
"FROSINONE","ISOLA DEL LIRI","056","FRAA83209T  CARNELLO (ASSOC. I. C. FRIC83200L)","FRAA83209T","FRIC83200L","VIA CARNELLO ISOLA DEL LIRI","","",""
"FROSINONE","ISOLA DEL LIRI","056","FRAA83204L  FORLI (ASSOC. I. C. FRIC83200L)","FRAA83204L","FRIC83200L","VIA FORLI ISOLA DEL LIRI","","",""
"FROSINONE","ISOLA DEL LIRI","056","FRAA83208R  GARIBALDI (ASSOC. I. C. FRIC83200L)","FRAA83208R","FRIC83200L","VIA VALCATOIO ISOLA DEL LIRI","","",""
"FROSINONE","ISOLA DEL LIRI","056","FRAA83200C  I. C. ISOLA DEL LIRI (ASSOC. I. C. FRIC83200L)","FRAA83200C","FRIC83200L","VIA CARNELLO 38 ISOLA DEL LIRI","","",""
"FROSINONE","ISOLA DEL LIRI","056","FRAA83210X  STAZIONE (ASSOC. I. C. FRIC83200L)","FRAA83210X","FRIC83200L","LOC. STAZIONE ISOLA DEL LIRI","","",""
"FROSINONE","MONTE SAN GIOVANNI CAMPANO","056","FRAA83500X  I. C. 2^ M. S. GIOV. CAMPANO (ASSOC. I. C. FRIC835004)","FRAA83500X","FRIC835004","VIA POZZO SAN PAOLO MONTE SAN GIOVANNI CAMPANO","","",""
"FROSINONE","MONTE SAN GIOVANNI CAMPANO","056","FRAA833008  I. C. 1^ M. S. GIOV. CAMPANO (ASSOC. I. C. FRIC83300C)","FRAA833008","FRIC83300C","VIA COLLE S. MARCO MONTE SAN GIOVANNI CAMPANO","","",""
"FROSINONE","MONTE SAN GIOVANNI CAMPANO","056","FRAA83302A  M. S. G. CAMPANO-REGGIMENTO (ASSOC. I. C. FRIC83300C)","FRAA83302A","FRIC83300C","VIA CARBONARO","","",""
"FROSINONE","MONTE SAN GIOVANNI CAMPANO","056","FRAA835022  MONTE S. G. C. COLLI (ASSOC. I. C. FRIC835004)","FRAA835022","FRIC835004","VIA S. FILOMENA COLLI","","",""
"FROSINONE","MONTE SAN GIOVANNI CAMPANO","056","FRAA835011  MONTE S. G. C. ANITRELLA (ASSOC. I. C. FRIC835004)","FRAA835011","FRIC835004","VIA ANITRELLA ANITRELLA","","",""
"FROSINONE","MONTE SAN GIOVANNI CAMPANO","056","FRAA835033  MONTE S. G. C. CHIAIAMARI (ASSOC. I. C. FRIC835004)","FRAA835033","FRIC835004","VIA CHIAIAMARI CHIAIAMARI","","",""
"FROSINONE","MONTE SAN GIOVANNI CAMPANO","056","FRAA83303B  MONTE S. G. C. LUCCA (ASSOC. I. C. FRIC83300C)","FRAA83303B","FRIC83300C","VIA LUCCA LUCCA","","",""
"FROSINONE","MONTE SAN GIOVANNI CAMPANO","056","FRAA835044  MONTE S. G. C. S. MARCO (ASSOC. I. C. FRIC835004)","FRAA835044","FRIC835004","VIA POZZO SAN PAOLO MONTE SAN GIOVANNI CAMPANO","","",""
"FROSINONE","PESCOSOLIDO","056","FRAA81704E  SCUOLA INFANZIA FORCELLA (ASSOC. I. C. FRIC81700E)","FRAA81704E","FRIC81700E","CONTRADA FORCELLA PESCOSOLIDO","","",""
"FROSINONE","POSTA FIBRENO","056","FRAA81703D  SCUOLA INFANZIA POSTA FIBRENO (ASSOC. I. C. FRIC81700E)","FRAA81703D","FRIC81700E","VIA CASALVITTORIA 3 POSTA FIBRENO","","",""
"FROSINONE","ROCCADARCE","056","FRAA81604P  ROCCADARCE CAPOLUOGO (ASSOC. I. C. FRIC81600P)","FRAA81604P","FRIC81600P","VIA CANALE ROCCA D ARCE","","",""
"FROSINONE","SANTOPADRE","056","FRAA82906V  G. COLETTI SANTOPADRE (ASSOC. I. C. FRIC82900R)","FRAA82906V","FRIC82900R","VIALE 4 NOVEMBRE SANTOPADRE","","",""
"FROSINONE","SORA","056","FRAA85102X  RIONE INDIPENDENZA (ASSOC. I. C. FRIC851002)","FRAA85102X","FRIC851002","VIA GIUSEPPE DELLA MONICA SORA","","",""
"FROSINONE","SORA","056","FRAA850013  CHIESA NUOVA (ASSOC. I. C. FRIC850006)","FRAA850013","FRIC850006","VIA CHIESA NUOVA SORA","","",""
"FROSINONE","SORA","056","FRAA85101V  COMPRE S. VINCENZO (ASSOC. I. C. FRIC851002)","FRAA85101V","FRIC851002","VIA VALLERADICE SORA","","",""
"FROSINONE","SORA","056","FRAA84900T  I. C. 1^ SORA (ASSOC. I. C. FRIC849002)","FRAA84900T","FRIC849002","VIALE VINCENZO SIMONCELLI SORA","","",""
"FROSINONE","SORA","056","FRAA850002  I. C. 2^ SORA (ASSOC. I. C. FRIC850006)","FRAA850002","FRIC850006","VIA GUGLIELMO MARCONI SORA","","",""
"FROSINONE","SORA","056","FRAA85100T  I. C. 3^ SORA (ASSOC. I. C. FRIC851002)","FRAA85100T","FRIC851002","VIA PIEMONTE N. 20 SORA","","",""
"FROSINONE","SORA","056","FRAA850035  S. ROCCO (ASSOC. I. C. FRIC850006)","FRAA850035","FRIC850006","VIA SPINELLE SORA","","",""
"FROSINONE","SORA","056","FRAA850046  S. LORENZO (ASSOC. I. C. FRIC850006)","FRAA850046","FRIC850006","VIA PISACANE SORA","","",""
"FROSINONE","SORA","056","FRAA850057  SORA CARNELLO (ASSOC. I. C. FRIC850006)","FRAA850057","FRIC850006","PIAZZA M. TULLIO CICERONE SORA","","",""
"FROSINONE","SORA","056","FRAA849031  SORA RIONE NAPOLI (ASSOC. I. C. FRIC849002)","FRAA849031","FRIC849002","VIA DANTE ALIGHIERI SORA","","",""
"FROSINONE","SORA","056","FRAA850068  SORA SCHITO VICENNE (ASSOC. I. C. FRIC850006)","FRAA850068","FRIC850006","VIALE SAN DOMENICO SORA","","",""
"FROSINONE","VILLA LATINA","057","FRAA821013  VILLA LATINA CAPOLUOGO (ASSOC. I. C. FRIC821006)","FRAA821013","FRIC821006","PARCO DELLERIMEMBRANZE LOC. CAPOLUOGO","","",""
"FROSINONE","ALVITO","057","FRAA820028  ALVITO CAPOLUOGO (ASSOC. I. C. FRIC82000A)","FRAA820028","FRIC82000A","VIA RAMPA SAN NICOLA ALVITO","","",""
"FROSINONE","ALVITO","057","FRAA820006  I. C. ALVITO (ASSOC. I. C. FRIC82000A)","FRAA820006","FRIC82000A","VIA CASA GIAMOSCA 9 ALVITO","","",""
"FROSINONE","ATINA","057","FRAA821024  ATINA PONTEMELFA (ASSOC. I. C. FRIC821006)","FRAA821024","FRIC821006","VIA B. TAULERI ATINA","","",""
"FROSINONE","ATINA","057","FRAA821002  I. C. ATINA (ASSOC. I. C. FRIC821006)","FRAA821002","FRIC821006","VIA LIONE N. 95 ATINA","","",""
"FROSINONE","BELMONTE CASTELLO","057","FRAA821035  BELMONTE C. CAPOLUOGO (ASSOC. I. C. FRIC821006)","FRAA821035","FRIC821006","VIA POZZI LOC. CAPOLUOGO","","",""
"FROSINONE","CASALVIERI","057","FRAA819035  CASALVIERI ROSELLI (ASSOC. I. C. FRIC819006)","FRAA819035","FRIC819006","VIA ROSELLI ROSELLI","","",""
"FROSINONE","CASALVIERI","057","FRAA819002  I. C. CASALVIERI (ASSOC. I. C. FRIC819006)","FRAA819002","FRIC819006","VIA COLLE SANTA MARIA SNC CASALVIERI","","",""
"FROSINONE","GALLINARO","057","FRAA818028  GALLINARO CAPOLUOGO (ASSOC. I. C. FRIC81800A)","FRAA818028","FRIC81800A","LOC. CAPOLUOGO/","","",""
"FROSINONE","PICINISCO","057","FRAA821068  PICINISCO CAPOLUOGO (ASSOC. I. C. FRIC821006)","FRAA821068","FRIC821006","VIA MONATANO7 LOC. CAPOLUOGO/","","",""
"FROSINONE","SAN DONATO VAL DI COMINO","057","FRAA818006  I. C. SAN DONATO VAL DI COMINO (ASSOC. I. C. FRIC81800A)","FRAA818006","FRIC81800A","VIA ROMA 91 SAN DONATO VAL DI COMINO","","",""
"FROSINONE","SAN DONATO VAL DI COMINO","057","FRAA818017  S. DONATO V. C. CAPOLUOGO (ASSOC. I. C. FRIC81800A)","FRAA818017","FRIC81800A","PIAZZA G. MARCONI LOC. CAPOLUOGO","","",""
"FROSINONE","SETTEFRATI","057","FRAA818039  SETTEFRATI PIETRAFITTA (ASSOC. I. C. FRIC81800A)","FRAA818039","FRIC81800A","VIA PIETRAFITTA LOC. PIETRAFITTA","","",""
"FROSINONE","VICALVI","057","FRAA820017  VICALVI DELICATA (ASSOC. I. C. FRIC82000A)","FRAA820017","FRIC82000A","VIA DELICATA VICALVI","","",""
"FROSINONE","AQUINO","058","FRAA82301P  AQUINO CAPOLUOGO (ASSOC. I. C. FRIC82300T)","FRAA82301P","FRIC82300T","VIA A. MORO AQUINO","","",""
"FROSINONE","AQUINO","058","FRAA82303R  AQUINO MAZZAROPPI (ASSOC. I. C. FRIC82300T)","FRAA82303R","FRIC82300T","VIA MAZZAROPPI AQUINO","","",""
"FROSINONE","AQUINO","058","FRAA82300N  I. C. AQUINO (ASSOC. I. C. FRIC82300T)","FRAA82300N","FRIC82300T","V. LE MANZONI SNC AQUINO","","",""
"FROSINONE","CASTROCIELO","058","FRAA82201V  CASTROCIELO CAPOLUOGO (ASSOC. I. C. FRIC822002)","FRAA82201V","FRIC822002","PIAZZA SAN ROCCO CAPOLUOGO CASTROCIELO","","",""
"FROSINONE","CASTROCIELO","058","FRAA82202X  CASTROCIELO CASE DIANA (ASSOC. I. C. FRIC822002)","FRAA82202X","FRIC822002","VIA LATINA CASTROCIELO","","",""
"FROSINONE","CASTROCIELO","058","FRAA82200T  I. C. CASTROCIELO (ASSOC. I. C. FRIC822002)","FRAA82200T","FRIC822002","VIA MADONNA DI LORETO N. 25 CASTROCIELO","","",""
"FROSINONE","COLLE SAN MAGNO","058","FRAA834026  COLLE S. MAGMO CAPOLUOGO (ASSOC. I. C. FRIC834008)","FRAA834026","FRIC834008","CORSO GARIBALDI SNC COLLE SAN MAGNO","","",""
"FROSINONE","ESPERIA","058","FRAA80301D  ESPERIA BADIA (ASSOC. I. C. FRIC80300L)","FRAA80301D","FRIC80300L","VIA TROMBA DI ROSA BADIA","","",""
"FROSINONE","ESPERIA","058","FRAA80303G  ESPERIA MONTICELLI (ASSOC. I. C. FRIC80300L)","FRAA80303G","FRIC80300L","VIA BRACCIO MONTICELLI","","",""
"FROSINONE","ESPERIA","058","FRAA80304L  ESPERIA S. PIETRO (ASSOC. I. C. FRIC80300L)","FRAA80304L","FRIC80300L","VIA SAN ROCCO ESPERIA","","",""
"FROSINONE","ESPERIA","058","FRAA80300C  I. C. ESPERIA (ASSOC. I. C. FRIC80300L)","FRAA80300C","FRIC80300L","VIA SAN ROCCO 5 ESPERIA","","",""
"FROSINONE","PICO","058","FRAA81500P  I. C. PICO (ASSOC. I. C. FRIC81500V)","FRAA81500P","FRIC81500V","VIA ANTONINO CARNEVALE 32 PICO","","",""
"FROSINONE","PICO","058","FRAA81501Q  PICO CAPOLUOGO (ASSOC. I. C. FRIC81500V)","FRAA81501Q","FRIC81500V","VIA LIMATELLA 2 PICO","","",""
"FROSINONE","PONTECORVO","058","FRAA85300D  I. C. 1^ PONTECORVO (ASSOC. I. C. FRIC85300N)","FRAA85300D","FRIC85300N","VIA SAN NICONE PONTECORVO","","",""
"FROSINONE","PONTECORVO","058","FRAA85200N  I. C. 2^ PONTECORVO (ASSOC. I. C. FRIC85200T)","FRAA85200N","FRIC85200T","VIA ALDO MORO S. N. C. PONTECORVO","","",""
"FROSINONE","PONTECORVO","058","FRAA85303L  MELFI DI SOTTO - FORNELLE (ASSOC. I. C. FRIC85300N)","FRAA85303L","FRIC85300N","VIA MELFI DI SOTTO PONTECORVO","","",""
"FROSINONE","PONTECORVO","058","FRAA85301E  PONTECORVO CAPOLUOGO (ASSOC. I. C. FRIC85300N)","FRAA85301E","FRIC85300N","VIA XXIV MAGGIO PONTECORVO","","",""
"FROSINONE","PONTECORVO","058","FRAA85302G  PONTECORVO MELFI URBANA (ASSOC. I. C. FRIC85300N)","FRAA85302G","FRIC85300N","VIA SALVO D'ACQUISTO PONTECORVO","","",""
"FROSINONE","PONTECORVO","058","FRAA85201P  PONTECORVO PASTINE (ASSOC. I. C. FRIC85200T)","FRAA85201P","FRIC85200T","PIAZZA ROMITA 5 PONTECORVO","","",""
"FROSINONE","PONTECORVO","058","FRAA85304N  PONTECORVO S. ROCCO (ASSOC. I. C. FRIC85300N)","FRAA85304N","FRIC85300N","VIA RAVANO PONTECORVO","","",""
"FROSINONE","PONTECORVO","058","FRAA85202Q  PONTECORVO TORDONI (ASSOC. I. C. FRIC85200T)","FRAA85202Q","FRIC85200T","LOC. TORDONI PONTECORVO","","",""
"FROSINONE","ROCCASECCA","058","FRAA834004  I. C. ROCCASECCA (ASSOC. I. C. FRIC834008)","FRAA834004","FRIC834008","VIA PIAVE 9 ROCCASECCA","","",""
"FROSINONE","ROCCASECCA","058","FRAA834015  ROCCASECCA CAPOLUOGO (ASSOC. I. C. FRIC834008)","FRAA834015","FRIC834008","VIA SEVERINO GAZZELLONI2 ROCCASECCA","","",""
"FROSINONE","ROCCASECCA","058","FRAA834037  ROCCASECCA SCALO-VIA LAZIO (ASSOC. I. C. FRIC834008)","FRAA834037","FRIC834008","VIA LAZIO 1 ROCCASECCA","","",""
"FROSINONE","AUSONIA","059","FRAA82401E  AUSONIA CAPOMAZZA (ASSOC. I. C. FRIC82400N)","FRAA82401E","FRIC82400N","VIA ORFANOTROFIO LOC CAPOMAZZA","","",""
"FROSINONE","AUSONIA","059","FRAA82400D  I. C. AUSONIA (ASSOC. I. C. FRIC82400N)","FRAA82400D","FRIC82400N","C. DA MARTINI AUSONIA","","",""
"FROSINONE","CASSINO","059","FRAA85402B  CASSINO CAIRA (ASSOC. I. C. FRIC85400D)","FRAA85402B","FRIC85400D","","","",""
"FROSINONE","CASSINO","059","FRAA855038  CASSINO COLOSSEO (ASSOC. I. C. FRIC855009)","FRAA855038","FRIC855009","RIONE COLOSSEO CASSINO","","",""
"FROSINONE","CASSINO","059","FRAA85505A  CASSINO SANT'ANGELO IN TH (ASSOC. I. C. FRIC855009)","FRAA85505A","FRIC855009","CORSO TRIESTE CASSINO","","",""
"FROSINONE","CASSINO","059","FRAA85506B  CASSINO VIA DONIZETTI (ASSOC. I. C. FRIC855009)","FRAA85506B","FRIC855009","VIA DONIZETTI SNC CASSINO","","",""
"FROSINONE","CASSINO","059","FRAA856012  CASSINO VIA ARNO (ASSOC. I. C. FRIC856005)","FRAA856012","FRIC856005","VIA ARNO SNC CASSINO","","",""
"FROSINONE","CASSINO","059","FRAA85401A  CASSINO VIA ZAMOSCH (ASSOC. I. C. FRIC85400D)","FRAA85401A","FRIC85400D","VIA ZAMOSCH CASSINO","","",""
"FROSINONE","CASSINO","059","FRAA855005  I. C. CASSINO 3 (ASSOC. I. C. FRIC855009)","FRAA855005","FRIC855009","VIA SAN MARCO CASSINO","","",""
"FROSINONE","CASSINO","059","FRAA856001  I. C. 1^ CASSINO (ASSOC. I. C. FRIC856005)","FRAA856001","FRIC856005","VIA BELLINI1 CASSINO","","",""
"FROSINONE","CASSINO","059","FRAA854009  I. C. 2 CASSINO (ASSOC. I. C. FRIC85400D)","FRAA854009","FRIC85400D","VIA KARL HEROLD CASSINO","","",""
"FROSINONE","CASSINO","059","FRAA855027  SAN SILVESTRO (ASSOC. I. C. FRIC855009)","FRAA855027","FRIC855009","VIA SANTA LIBERA CASSINO","","",""
"FROSINONE","CASSINO","059","FRAA85507C  SCUOLA INFANZIA (ASSOC. I. C. FRIC855009)","FRAA85507C","FRIC855009","VIA ALFIERI CASSINO","","",""
"FROSINONE","CASSINO","059","FRAA855049  VIA ARIGNI (ASSOC. I. C. FRIC855009)","FRAA855049","FRIC855009","CASSINO","","",""
"FROSINONE","CASTELNUOVO PARANO","059","FRAA82402G  CASTELNUOVO P. CAPOLUOGO (ASSOC. I. C. FRIC82400N)","FRAA82402G","FRIC82400N","VIA VALLI LOC CAPOLUOGO","","",""
"FROSINONE","CERVARO","059","FRAA84301X  CERVARO CAPOLUOGO INFANZIA (ASSOC. I. C. FRIC843003)","FRAA84301X","FRIC843003","LARGO VERDI CERVARO","","",""
"FROSINONE","CERVARO","059","FRAA843021  CERVARO COLLETORNESE INFANZIA (ASSOC. I. C. FRIC843003)","FRAA843021","FRIC843003","VIA S. LUCIA CERVARO","","",""
"FROSINONE","CERVARO","059","FRAA843032  CERVARO FORESTA INFANZIA (ASSOC. I. C. FRIC843003)","FRAA843032","FRIC843003","VIA FORESTA CERVARO","","",""
"FROSINONE","CERVARO","059","FRAA843054  CERVARO PASTENELLE INFANZIA (ASSOC. I. C. FRIC843003)","FRAA843054","FRIC843003","VIA PASTENELLE CERVARO","","",""
"FROSINONE","CERVARO","059","FRAA843043  CERVARO PORCHIO INFANZIA (ASSOC. I. C. FRIC843003)","FRAA843043","FRIC843003","VIA SPINA CERVARO","","",""
"FROSINONE","CERVARO","059","FRAA84300V  I. C. CERVARO (ASSOC. I. C. FRIC843003)","FRAA84300V","FRIC843003","CORSO DELLA REPUBBLICA CERVARO","","",""
"FROSINONE","CORENO AUSONIO","059","FRAA82403L  CORENO AUSONIO CAPOLUOGO (ASSOC. I. C. FRIC82400N)","FRAA82403L","FRIC82400N","VIA T. TASSO LOC CAPOLUOGO","","",""
"FROSINONE","PIEDIMONTE SAN GERMANO","059","FRAA82507L  DECORATO (ASSOC. I. C. FRIC82500D)","FRAA82507L","FRIC82500D","VIALE DECORATO PIEDIMONTE SAN GERMANO","","",""
"FROSINONE","PIEDIMONTE SAN GERMANO","059","FRAA825009  I. C. PIEDIMONTE SAN GERMANO (ASSOC. I. C. FRIC82500D)","FRAA825009","FRIC82500D","VIA MILAZZO 21 PIEDIMONTE SAN GERMANO","","",""
"FROSINONE","PIEDIMONTE SAN GERMANO","059","FRAA82502B  PIEDIMONTE S. G. -TERRAROSSA (ASSOC. I. C. FRIC82500D)","FRAA82502B","FRIC82500D","VIA MILAZZO","","",""
"FROSINONE","PIGNATARO INTERAMNA","059","FRAA826027  PIGNATARO CAPOLUOGO (ASSOC. I. C. FRIC826009)","FRAA826027","FRIC826009","VIA S. MARIA","","",""
"FROSINONE","SAN GIORGIO A LIRI","059","FRAA826005  I. C. SAN GIORGIO A LIRI (ASSOC. I. C. FRIC826009)","FRAA826005","FRIC826009","VIA GARIBALDI S. N. C. SAN GIORGIO A LIRI","","",""
"FROSINONE","SAN GIORGIO A LIRI","059","FRAA826016  S. GIORGIO A LIRI (ASSOC. I. C. FRIC826009)","FRAA826016","FRIC826009","VIA GARIBALDI","","",""
"FROSINONE","SANT'AMBROGIO SUL GARIGLIANO","059","FRAA80205T  S. AMBROGIO GAR. CAPOLUOGO (ASSOC. I. C. FRIC80200R)","FRAA80205T","FRIC80200R","VIA ROMA SANT'AMBROGIO SUL G. NO","","",""
"FROSINONE","SANT'ANDREA DEL GARIGLIANO","059","FRAA80201N  S. ANDREA G. CAPOLUOGO (ASSOC. I. C. FRIC80200R)","FRAA80201N","FRIC80200R","VIA FONTANA 6 SAN'ANDREA DEL GARIGLIANO","","",""
"FROSINONE","SANT'APOLLINARE","059","FRAA80200L  I. C. SANT'APOLLINARE (ASSOC. I. C. FRIC80200R)","FRAA80200L","FRIC80200R","VIA GIUSEPPE GARIBALDI 51 SANT'APOLLINARE","","",""
"FROSINONE","SANT'APOLLINARE","059","FRAA80203Q  SANT'APOLLINARE  CAPOLUOGO (ASSOC. I. C. FRIC80200R)","FRAA80203Q","FRIC80200R","CORSO MAZZINI SANT'APOLLINARE","","",""
"FROSINONE","SANT'ELIA FIUMERAPIDO","059","FRAA85700R  I. C. SANT'ELIA FIUMERAPIDO (ASSOC. I. C. FRIC857001)","FRAA85700R","FRIC857001","VIA DELLE TORRI SANT'ELIA FIUMERAPIDO","","",""
"FROSINONE","SANT'ELIA FIUMERAPIDO","059","FRAA85701T  S. ELIA CAPOLUOGO (ASSOC. I. C. FRIC857001)","FRAA85701T","FRIC857001","VILLA COMUNALE LOC CAPOLUOGO","","",""
"FROSINONE","SANT'ELIA FIUMERAPIDO","059","FRAA857052  S. ELIA GUADO OLIVETO (ASSOC. I. C. FRIC857001)","FRAA857052","FRIC857001","","","",""
"FROSINONE","SANT'ELIA FIUMERAPIDO","059","FRAA857041  S. ELIA OLIVELLA (ASSOC. I. C. FRIC857001)","FRAA857041","FRIC857001","CONTRADA OLIVELLA","","",""
"FROSINONE","SANT'ELIA FIUMERAPIDO","059","FRAA85702V  S. ELIA PORTELLA (ASSOC. I. C. FRIC857001)","FRAA85702V","FRIC857001","VIA COLLE IANNUCCI PORTELLA","","",""
"FROSINONE","SANT'ELIA FIUMERAPIDO","059","FRAA857085  S. ELIA VALLELUCE (ASSOC. I. C. FRIC857001)","FRAA857085","FRIC857001","VIA VALLELUCE VALLELUCE","","",""
"FROSINONE","SAN VITTORE DEL LAZIO","059","FRAA843076  S. VITTORE S. CESAREO INFANZIA (ASSOC. I. C. FRIC843003)","FRAA843076","FRIC843003","VIA S. CESARIO SAN VITTORE DEL LAZIO","","",""
"FROSINONE","SAN VITTORE DEL LAZIO","059","FRAA843065  SAN VITTORE CAPOLUOGO INFANZIA (ASSOC. I. C. FRIC843003)","FRAA843065","FRIC843003","VIA BAGNO SAN VITTORE DEL LAZIO","","",""
"FROSINONE","VALLEMAIO","059","FRAA80204R  VALLEMAIO CAPOLUOGO (ASSOC. I. C. FRIC80200R)","FRAA80204R","FRIC80200R","PIAZZA ANNUNZIATA VALLEMAIO","","",""
"FROSINONE","VALLEROTONDA","059","FRAA857074  VALLEROTONDA CAPOLUOGO (ASSOC. I. C. FRIC857001)","FRAA857074","FRIC857001","PIAZZA MUNICIPIO","","",""
"FROSINONE","VALLEROTONDA","059","FRAA857063  VALLEROTONDA VALVORI (ASSOC. I. C. FRIC857001)","FRAA857063","FRIC857001","VIA CIRCUMVALLAZIONE VALVORI","","",""
"FROSINONE","VILLA SANTA LUCIA","059","FRAA82503C  VILLA S. LUCIA-CAPOLUOGO (ASSOC. I. C. FRIC82500D)","FRAA82503C","FRIC82500D","VIA ROMA","","",""
"FROSINONE","VILLA SANTA LUCIA","059","FRAA82505E  VILLA S. LUCIA-PIUMAROLA (ASSOC. I. C. FRIC82500D)","FRAA82505E","FRIC82500D","VIA DELLA SORGENTE FRAZ. PIUMAROLA","","",""
"FROSINONE","VITICUSO","059","FRAA843087  VITICUSO S. ANTONINO INFANZIA (ASSOC. I. C. FRIC843003)","FRAA843087","FRIC843003","VIA S. ANTONINO VITICUSO","","",""
"FROSINONE","FILETTINO","035","FREE807023  FILETTINO CAPOLUOGO (ASSOC. I. C. FRIC80700X)","FREE807023","FRIC80700X","","","",""
"FROSINONE","TREVI NEL LAZIO","035","FREE807034  TREVI NEL LAZIO CAPOLUOGO (ASSOC. I. C. FRIC80700X)","FREE807034","FRIC80700X","LOC CAPOLUOGO","","",""
"FROSINONE","TREVI NEL LAZIO","050","FRCT704009  CENTRO TERRITORIALE PERMANENTE - ISTRUZIONE IN ETA' ADULTA","FRCT704009","","ANAGNI - VIA SANT'ANGELO","","","CON SEDI CARCERARIE"
"FROSINONE","ACUTO","050","FREE836023  ACUTO CAPOLUOGO (ASSOC. I. C. FRIC83600X)","FREE836023","FRIC83600X","","","",""
"FROSINONE","ANAGNI","050","FREE056007  ANAGNI SCUOLA ELEM CONVITTO (CONVITTO NAZIONALE)","FREE056007","","PIAZZA R BONGHI 2 ANAGNI","","",""
"FROSINONE","ANAGNI","050","FREE056018  ANAGNI 'CONVITTO NAZIONALE' (PLESSO SEDE DI CIRCOLO)","FREE056018","","ANAGNI PIAZZA RUGGERO BONGHI","","",""
"FROSINONE","ANAGNI","050","FREE844022  ANAGNI COLLE S. BARTOLOMEO (ASSOC. I. C. FRIC84400V)","FREE844022","FRIC84400V","VIA S. BARTOLOMEO ANAGNI","","",""
"FROSINONE","ANAGNI","050","FREE844033  ANAGNI OSTERIA DELLA FONTANA (ASSOC. I. C. FRIC84400V)","FREE844033","FRIC84400V","P. ZZA S. GIUSEPPE ANAGNI","","",""
"FROSINONE","ANAGNI","050","FREE84502T  ANAGNI PANTANELLO (ASSOC. I. C. FRIC84500P)","FREE84502T","FRIC84500P","PANTANELLO","","",""
"FROSINONE","ANAGNI","050","FREE844044  ANAGNI PRATO (ASSOC. I. C. FRIC84400V)","FREE844044","FRIC84400V","VIA S. FILIPPO ANAGNI","","",""
"FROSINONE","ANAGNI","050","FREE844011  ANAGNI REG. MARGHERITA (ASSOC. I. C. FRIC84400V)","FREE844011","FRIC84400V","VIALE REG. MARGHERITA LOC CAPOLUOGO","","",""
"FROSINONE","ANAGNI","050","FREE84503V  ANAGNI S. GIORGETTO (ASSOC. I. C. FRIC84500P)","FREE84503V","FRIC84500P","VIA SAN GIORGETTO","","",""
"FROSINONE","ANAGNI","050","FREE84501R  ANAGNI TUFANO (ASSOC. I. C. FRIC84500P)","FREE84501R","FRIC84500P","TUFANO","","",""
"FROSINONE","ANAGNI","050","FRIC84400V  ISTITUTO COMPRENSIVO I. C. 1^ ANAGNI","FRIC84400V","","ANAGNI - VIALE REGINA MARGHERITA 17","","","CON SEZIONI ASSOCIATE"
"FROSINONE","ANAGNI","050","FRIC84500P  ISTITUTO COMPRENSIVO I. C. 2^ ANAGNI","FRIC84500P","","ANAGNI - VIA SAN GIORGETTO","","","CON SEZIONI ASSOCIATE"
"FROSINONE","FIUGGI","050","FREE836012  FIUGGI FONTE (ASSOC. I. C. FRIC83600X)","FREE836012","FRIC83600X","(SEDE DI ORGANICO - ESPRIMIBILE DAL PERSONALE DOCENTE)","","",""
"FROSINONE","FIUGGI","050","FRIC83600X  ISTITUTO COMPRENSIVO I. C. DI FIUGGI","FRIC83600X","","FIUGGI - VIA VAL MADONNA 14","","","CON SEZIONI ASSOCIATE"
"FROSINONE","PALIANO","050","FREE827017  PALIANO CAPOLUOGO (ASSOC. I. C. FRIC827005)","FREE827017","FRIC827005","VIA F. LLI BEGUINOT PALIANO","","",""
"FROSINONE","PALIANO","050","FREE70401N  SCUOLA CARCERARIA (RUOLO SPECIALE SEDE CARCERARIA)","FREE70401N","","(SEDE DI ORGANICO - ESPRIMIBILE DAL PERSONALE DOCENTE)","","",""
"FROSINONE","PALIANO","050","FRIC827005  ISTITUTO COMPRENSIVO I. C. PALIANO","FRIC827005","","PALIANO - VIA FRATELLI BEGUINOT 30/A","","","CON SEZIONI ASSOCIATE"
"FROSINONE","PIGLIO","050","FREE807012  PIGLIO CAPOLUOGO (ASSOC. I. C. FRIC80700X)","FREE807012","FRIC80700X","(SEDE DI ORGANICO - ESPRIMIBILE DAL PERSONALE DOCENTE)","","",""
"FROSINONE","PIGLIO","050","FRIC80700X  ISTITUTO COMPRENSIVO I. C. O. BOTTINI PIGLIO","FRIC80700X","","PIGLIO - VIA PIAGGE","","","CON SEZIONI ASSOCIATE"
